"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24B [5278]","KOMATIITE, BASALTIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","49.51","0.61","","9.95","","1.37","7.93","","8.09","14.44","0.25","","1.09","1.38","0.11","","4.76","0.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536","","","76","290","","","","","","","","","","","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805085",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_B414 [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","39.73","0.27","","4.1","","4.09","5.2","","2.84","31.49","0.2","","0.08","0.22","0.15","","10.68","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1869","","","113","1760","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805086",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24H [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","46.25","0.31","","6.47","","1.79","7.51","","6.46","24.17","0.2","","0.05","0.27","0.1","","6.8","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","948","","","103","1179","","","","","","","","","","","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805087",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_A24G [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","49.7","0.32","","6.4","","1.3","8.23","","7.6","20.3","0.13","","0.01","0.12","0.05","","5.01","","","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3215","","","","707","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805088",
"[5278]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / PIUMHI GREENSTONE BELT / PIUMHI MASSIF","","-12.5","-12.5","-51.93","-51.93","SAE","","","s_OF-1069B [5278]","KOMATIITE, PERIDOTITIC [5278]","","","","ARCHEAN [5278]","","","","","VOL","","","","","WR [5278] ","44.17","0.45","","6.61","","1.02","7.76","","7.06","25.6","0.03","","0.05","0.08","0.1","","6.99","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4099","","","113","1180","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805089",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_UM-01A [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","CUMULATE [19506] ","VOL","","","","","WR [19506] ","40.27","0.16","","3.81","","","","","0.08","35.56","0.11","","0.04","0.01","0.01","","","","","0.03","","","","","","","","","","","11.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","56","2600","","","61.1","1499","24.7","52","","","","","","0.5","2.4","4","5.6","0.5","","","","","","","","","","","","0.1","10.3","2","1.1","0.27","1.4","0.4","0.07","0.53","0.09","0.79","0.11","0.4","0.07","0.4","0.06","0.5","0.1","","","","","","","","","","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","","","","","928075",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JC-59B [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","CUMULATE [19506] ","VOL","","","","","WR [19506] ","39.4","0.11","","2.3","","","","","0.65","34.8","0.13","","0.04","0.06","","","","","","1.6","","","","","","","","","","","10.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6700","","","","2680","","","","","","","","11","16","","30","","","","","","","","","","","","","","61","2.33","4.82","","1.89","0.44","0.11","0.43","","0.41","0.08","0.17","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928076",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JC-59C [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","CUMULATE [19506] ","VOL","","","","","WR [19506] ","39.2","0.07","","2.6","","","","","0.6","34.3","0.13","","0.05","0.04","","","","","","1.1","","","","","","","","","","","11.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6400","","","","2661","","","","","","","","9","13","","28","","","","","","","","","","","","","","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928077",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JC-59H [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","CUMULATE [19506] ","VOL","","","","","WR [19506] ","40","0.09","","2.9","","","","","0.05","35.6","0.11","","","0.02","","","","","","0.28","","","","","","","","","","","11.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","70","6013","","","","2220","","","","","","","","9","7","","31","","","","","","","","","","","","","","48","2.12","4.12","","1.64","0.27","0.07","0.34","","0.5","0.1","0.27","","0.27","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928078",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JCD-711D [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","CUMULATE [19506] ","VOL","","","","","WR [19506] ","41.02","0.09","","4.29","","","","","1.17","34.86","0.1","","","0.02","","","","","","","","","","","","","","","","","10.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","59","","","","","","","","","","","","","","3","5","5","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928079",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_UM-12D [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","SPINIFEX [19506] ","VOL","","","","","WR [19506] ","42.85","0.15","","3.32","","","","","0.11","33.82","0.12","","0.04","0.01","0.02","","","","","0.06","","","","","","","","","","","5.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","49","5070","","","124.2","900","12.7","47","","","","","","0.5","11.8","3","49","0.7","","","","","","","","","","","","0.1","400","1.8","2.3","0.33","1.7","0.4","0.05","0.47","0.06","0.63","0.13","0.36","0.07","0.34","0.07","0.5","0.1","","","","","","","","","","","0.2","0.1","","","","","","","","","","","","","","","","","","","","","","","","","928080",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_UM-11 [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","SPINIFEX [19506] ","VOL","","","","","WR [19506] ","45.65","0.21","","4.67","","","","","5.08","29.16","0.1","","0.04","0.03","0.01","","","","","0.02","","","","","","","","","","","6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","88","7320","","","96.6","1035","13.1","10","","","","","","0.5","4.5","3.9","7.5","0.5","","","","","","","","","","","","0.1","112","0.9","1.3","0.2","0.9","0.2","0.05","0.46","0.04","0.51","0.15","0.37","0.08","0.36","0.09","0.5","0.1","","","","","","","","","","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","","","","","928081",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JCD-707B [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","SPINIFEX [19506] ","VOL","","","","","WR [19506] ","42.92","0.09","","3.6","","","","","2.11","32.59","0.17","","0.01","0.04","0.07","","","","","","","","","","","","","","","","10.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","58","","","","","1950","","","","","","","","","5","5","6","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928082",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_UM-12A [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","MASSIVE [19506] ","VOL","","","","","WR [19506] ","41.32","0.27","","6.64","","","","","0.76","33.86","0.07","","0.04","0.01","0.58","","","","","0.03","","","","","","","","","","","10.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","","99","640","","","64.8","371","0.7","22","","","","","","0.5","40.6","16","87","11.8","","","","","","","","","","","","0.5","3.4","12.5","23.29","2.98","12.95","2.36","0.58","2.45","0.43","2.73","0.63","1.75","0.25","1.69","0.26","2.7","0.4","","","","","","","","","","","10.3","0.5","","","","","","","","","","","","","","","","","","","","","","","","","928083",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_UM-12B [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","MASSIVE [19506] ","VOL","","","","","WR [19506] ","35.95","0.24","","5.74","","","","","1","33.65","0.11","","0.04","0.01","0.03","","","","","0.06","","","","","","","","","","","12.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","50","3710","","","93.8","759","9.3","30","","","","","","0.7","13.2","19","92","2.4","","","","","","","","","","","","0.3","432","8.1","18.8","2.02","7.44","1.8","0.45","2.15","0.35","2.49","0.51","1.49","0.23","1.58","0.25","2.4","0.1","","","","","","","","","","","4.8","0.2","","","","","","","","","","","","","","","","","","","","","","","","","928084",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_UM-12C [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","MASSIVE [19506] ","VOL","","","","","WR [19506] ","43.48","0.28","","6.33","","","","","0.23","32.8","0.04","","0.04","0.01","0.17","","","","","0.02","","","","","","","","","","","7.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","67","60","","","67.4","170","0.9","19","","","","","","0.5","11.6","19.4","80","5.5","","","","","","","","","","","","0.3","13.6","9.8","21","2.62","8.5","2.11","0.56","2.13","0.4","2.58","0.57","1.62","0.24","1.48","0.23","2.5","0.4","","","","","","","","","","","13.2","0.5","","","","","","","","","","","","","","","","","","","","","","","","","928085",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JC-691C [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","MASSIVE [19506] ","VOL","","","","","WR [19506] ","41.7","0.15","","5.7","","","","","3.9","28.6","0.13","","0.03","0.06","","","","","","0.1","","","","","","","","","","","8.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","133","2166","","","","1932","","","","","","","","9","18","","30","","","","","","","","","","","","","","","2.455","4.31","","2.915","0.652","0.142","0.663","","0.852","0.168","0.438","","0.438","0.055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928086",
"[19506]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SAO FRANCISCO CRATON_ARCHEAN / UMBURANAS GREENSTONE BELT / UMBURANAS GREENSTONE BELT","","-14.1","-14.3","-41.3","-41.5","SAE","","","s_BR-JCD-702L [19506]","KOMATIITE [19506]","","","NEO [19506]","ARCHEAN [19506]","","","","MASSIVE [19506] ","VOL","","","","","WR [19506] ","43.79","0.28","","2.5","","","","","4.07","31.17","0.15","","","0.05","0.01","","","","","","","","","","","","","","","","8.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","52","","","","","1687","","","","","","","","","45","7","20","","","","","","","","","","","","","","154","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","928087",


References:

"[5278] JAHN B.-M., SCHRANK A. ; REE GEOCHEMISTRY OF KOMATIITES AND ASSOCIATED ROCKS FROM PIUMHI, SOUTHEASTERN BRAZIL ; PREC. RESEARCH 21 [1983] 1-20"

"[5625] TEIXEIRA N. A., DANNI J. C. M. ; PETROLOGY OF ULTRABASIC AND BASIC LAVAS OF THE VOLCANO-SEDIMENTARY MORRO DO FERRO SEQUENCE, FORTALEZA DE MINAS (MG) ; REV. BRAS. GEOCIENC. 9 [1979] 151-158"

"[6252] DA SILVA L. C., NOCE C. M., LOBATO L. M. ; DACITIC VOLCANISM IN THE COURSE OF THE RIO DAS VELHAS (2800-2690 MA) OROGENY: A BRAZILIAN ARCHEAN ANALOGUE (TTD) TO THE MODERN ADAKITES ; REV. BRAS. GEOCIENC. 30 [2000] 384-387"

"[6254] ZUCCHETTI M., LOBATO L. M., BAARS F. J. ; GENETICALLY DIVERSE BASALT GEOCHEMICAL SIGNATURES DEVELOPED IN THE RIO DAS VELHAS GREENSTONE BELT, QUADRILATERO FERRIFERO, MINAS GERAIS, BRAZIL ; REV. BRAS. GEOCIENC. 30 [2000] 397-402"

"[16390] PEUCAT J. J., MASCARENHAS J. F., BARBOSA J. S. F., DE SOUZA S., MARINHO M. M., FANNING C. M., LEITE C. M. M. ; 3.3 GA SHRIMP U-PB ZIRCON AGE OF A FELSIC METAVOLCANIC ROCK FROM THE MUNDO NOVO GREENSTONE BELT IN THE SAO FRANCISCO CRATON, BAHIA (NE BRAZIL) ; J. S. AMER. EARTH SCI. 15 [2002] 363-373"

"[17436] OLIVEIRA E. P., MCNAUGHTON N. J., ARMSTRONG R. ; MESOARCHAEAN TO PALAEOPROTEROZOIC GROWTH OF THE NORTHERN SEGMENT OF THE ITABUNA-SALVADOR-CURACA OROGEN, SAO FRANCISCO CRATON, BRAZIL ; SPEC. PUBL. GEOL. SOC. LONDON 338 [2010] 263-286"

"[19506] DE MENEZES LEAL A. B., DIAS SANTOS A. L., BASTOS LEAL L. R., CUNHA J. C. ; GEOCHEMISTRY OF CONTAMINATED KOMATIITES FROM THE UMBURANAS GREENSTONE BELT, BAHIA STATE, BRAZIL ; J. S. AMER. EARTH SCI. 61 [2015] 1-13"

"[20769] ZINCONE S. A., OLIVEIRA E. P., LAURENT O., ZHANG HONG, ZHAI MINGGUO ; 3.30 GA HIGH-SILICA INTRAPLATE VOLCANIC-PLUTONIC SYSTEM OF THE GAVIAO BLOCK, SAO FRANCISCO CRATON, BRAZIL: EVIDENCE OF AN INTRACONTINENTAL RIFT FOLLOWING THE CREATION OF INSULATING CONTINENTAL CRUST ; LITHOS 266-267 [2016] 414-434"

